spotid	spotname	geo-coordinates
2837676	Riverside Residences	POINT(-74.031698417 40.726969883)
1250904	Save khaki	POINT(-74.00356715 40.73857086)
1245428	American Railway Supply Building	POINT(-74.00777365 40.734035433)
1242193	Macy's	POINT(-74.0390158353 40.7281726666)
316442	Cafe Cluny	POINT(-74.0039215737 40.7380445006)
7101693	CVS	POINT(-74.002661705 40.739941247)
5892900	Caliu	POINT(-74.006235 40.735401)
1531215	Dell Annima 	POINT(-74.00347054 40.73864299)
7575644	Lincoln Tunnel	POINT(-74.0005483 40.75246852)
1289864	Village Pizza	POINT(-74.0030793247 40.7392124456)
934294	Bank Of America	POINT(-74.0011931 40.74296319)
81048	Cafe Panino Mucho Giusto	POINT(-74.0062344074 40.7353400629)
258635	Rocking Horse Mexican Cafe	POINT(-74.00116968 40.7429378)
893201	Wendy's	POINT(-74.0466349575 40.7664823858)
1183152	P.S.11	POINT(-74.0008351691 40.7439013522)
7432168	New York Meditation Center	POINT(-74.008213262 40.733567359)
787955	Suenos Restaurant	POINT(-74.0014858 40.74208765)
609434	Mojo Coffee, Inc.	POINT(-74.0073852606 40.7342224116)
1122703	Chelsea Gourmet Deli Inc	POINT(-74.0017822333 40.7413673)
383010	Dunkin' Donuts	POINT(-74.05084216 40.7340841249)
997041	AETN	POINT(-74.0022975242 40.7403437624)
6707656	The Whelan Residence	POINT(-74.001354739 40.742299799)
512420	Kaas Glassworks	POINT(-74.0064454478 40.7350348405)
924956	Energy Kitchen	POINT(-74.001518831 40.7418967924)
6622979	Spasso	POINT(-74.0062046558 40.7352609838)
658318	Casa Havana	POINT(-74.00106441 40.7430287)
717964	Gristedes	POINT(-74.00013953 40.74694168)
59233	Jacob K. Javits Convention Center	POINT(-74.0025490522 40.7578308137)
91244	Grounded	POINT(-74.003594377 40.7382450758)
1543270	Cupcake Salon	POINT(-74.0376645327 40.7277023792)
133542	Art Bar	POINT(-74.0035247093 40.7383394728)
7555832	Penton Media Inc. Global Headquarters. New York, NY	POINT(-74.0013836 40.7421559)
69475	The White Horse Tavern	POINT(-74.0059391767 40.7354812299)
6918426	sbarro	POINT(-74.037831967 40.727714933)
1042049	Coopy's Den	POINT(-74.0041731035 40.7374275855)
214776	Mary Ann's Chelsea Mexican	POINT(-74.0018226667 40.7411003833)
362856	14th Street—Eighth Avenue Station	POINT(-74.002532959 40.7397705376)
6448431	180 Barrow	POINT(-74.0100991238 40.7320716004)
115598	Jake's Saloon	POINT(-74.0344960598 40.7270639651)
1369815	Blue Ginger	POINT(-74.001991373 40.7407006009)
7134358	Lulu's Cake Boutique	POINT(-74.001838785 40.740967449)
7588715	HSBC	POINT(-74.002318382 40.740071311)
616767	WXOU Radio Bar	POINT(-74.0058443775 40.7354739074)
1597585	Lotus Salon	POINT(-74.007322745 40.734068724)
7209582	Think Coffee 	POINT(-74.002641 40.739441)
7617003	Seeds Of Peace	POINT(-74.00008482 40.746210127)
323636	Hudson Sushi West	POINT(-74.0058374405 40.7354050995)
923984	121 Charles Street	POINT(-74.0068324491 40.7344540752)
1110696	Nickel	POINT(-74.0025233833 40.73953905)
3139865	Tabboule Grill	POINT(-74.0379703045 40.727621913)
927070	chase bank	POINT(-74.0020896 40.74027602)
37597	Pad Thai Noodle Lounge	POINT(-74.0018161234 40.7407705896)
68587	Pepe Verde	POINT(-74.0060067273 40.7351671367)
7616744	Starbucks Coffee	POINT(-74.0026080608 40.739347826)
234084	Château Kushi	POINT(-74.0058642626 40.7352872206)
232484	Crispo	POINT(-74.00252908 40.73943722)
1027178	Quest Diagnostics	POINT(-74.00174 40.740836)
497881	El Idolo	POINT(-74.00232715 40.7397558)
416873	Muzungu Cellar	POINT(-73.9998494333 40.7470460333)
534973	August	POINT(-74.00657296 40.73455572)
1155573	Muscle Maker Grill	POINT(-74.0020901123 40.740104822)
556816	The Center	POINT(-74.00240707 40.73955953)
576668	Nike NY	POINT(-74.0017435941 40.7407407776)
2692454	Pacific Building	POINT(-74.03195585 40.726629233)
1472002	New York Daily News	POINT(-74.000098302 40.752373481)
530469	North Village Wine & Liquor	POINT(-74.0023285647 40.7396821307)
826827	The Other Room	POINT(-74.00533795 40.73573899)
335569	CarePlus CVS Pharmacy	POINT(-74.0015416833 40.74112275)
462728	Chipotle	POINT(-74.0011382103 40.7420059862)
235390	Jackson Square	POINT(-74.0028317167 40.73886275)
190031	Cosi	POINT(-74.03411388 40.72683256)
1045197	La Taza de Oro	POINT(-74.0020058216 40.740206562)
1050103	Sears	POINT(-74.0376484394 40.7274539008)
214798	Mezza Luna Pizza & Restaurant	POINT(-74.0019772962 40.7402497775)
339070	Banana Republic	POINT(-74.0016825569 40.7407908252)
611351	WebMD	POINT(-74.0016612745 40.740826676)
7184858	Charles Nolan	POINT(-74.00302106 40.73853319)
2692469	Newport Flowers	POINT(-74.032183433 40.726615067)
46398	Biography Bookshop	POINT(-74.0051143833 40.7359310667)
5234248	Lovely Bride 	POINT(-74.00396262 40.73726036)
118770	Le Pain Quotidien	POINT(-74.005902 40.735125)
1000731	The duane reader	POINT(-74.0014212998 40.7412740132)
342095	Smörgås Chef	POINT(-74.0035655 40.7377458667)
7496417	Surya	POINT(-74.001419145 40.741264362)
7611786	NYC Tow Pound	POINT(-74.003648758 40.760065655)
3016699	Bookmarc	POINT(-74.0050971508 40.7359206676)
390209	North Village Deli Emporium	POINT(-74.0022858833 40.7396261333)
475260	Vynl	POINT(-74.0017819405 40.7404940183)
425062	Swich	POINT(-74.0017553555 40.7405424208)
846838	Gaetana's	POINT(-74.0055291 40.73544108)
6673969	Nooch	POINT(-74.001259395 40.741533664)
173822	Starbucks	POINT(-74.03430896 40.72679144)
848588	Schroeder Lofts	POINT(-74.0440411486 40.7294858512)
610986	Citibank	POINT(-73.9998078333 40.7463383667)
6505857	MEKA World House	POINT(-74.00762766 40.73351496)
419729	Komegashi too	POINT(-74.03419929 40.7267667)
818050	BJ's	POINT(-74.04063642 40.72818785)
2902893	Hudson River Waterfront Walkway	POINT(-74.0301382542 40.7264457055)
3197952	Lefrak Point Lighthouse	POINT(-74.030537133 40.726444817)
7586008	Grounded	POINT(-74.003220398 40.738079006)
422202	Chelsea Ristorante	POINT(-74.00142216 40.74104106)
530454	Associated Super Market	POINT(-74.0022606 40.7395003333)
7323775	Finish Line	POINT(-74.038685435 40.727587327)
6918009	Brookstone	POINT(-74.038689301 40.727586489)
6630103	Kay Jewelers	POINT(-74.038196315 40.727462358)
757775	Jamba Juice Co	POINT(-73.99972528 40.74637991)
866055	Brooklyn Industries	POINT(-74.0006206 40.74284523)
1468562	ContesaRockHair	POINT(-74.006266433 40.734603333)
2784911	Asociación Tepeyac de Nueva York	POINT(-74.002164628 40.739598383)
22806	Magnolia Bakery, Downtown	POINT(-74.0049684048 40.7358847426)
163433	Newport Financial Center	POINT(-74.03429067 40.72671532)
214757	New York Sports Club	POINT(-74.0013610333 40.7410761167)
6756923	Sharappe	POINT(-74.004215552 40.736722622)
93197	Starbucks Coffee	POINT(-74.0013342288 40.7411213928)
1000043	Bayard's Ale House	POINT(-74.0064577333 40.7344095333)
83352	Flight 151	POINT(-74.0009916333 40.7418673833)
87781	Bond No. 9 NYC	POINT(-74.0050140023 40.735822755)
6604690	Lilac	POINT(-74.0122097 40.7304146)
152249	Pavonia-Newport PATH Station	POINT(-74.0346872807 40.7267546702)
230384	Paradise Cafe	POINT(-74.0011005167 40.7415735167)
304467	Bayard's Ale House	POINT(-74.0071097 40.7338075)
302630	Pure Dark	POINT(-74.0071097 40.7338075)
1558343	LensCrafters	POINT(-74.038237199 40.727421196)
389855	Cola's	POINT(-74.0011019707 40.7415352826)
140205	Malatesta	POINT(-74.008365882 40.7328008078)
2692359	Capital One Bank	POINT(-74.034433483 40.72669805)
2465827	Newport Town Square	POINT(-74.0332455 40.726551933)
628732	Sweet Life Cafe	POINT(-74.0073823833 40.7335495833)
304546	Fiji Food Store	POINT(-74.0302109167 40.77135755)
1249799	Gascogne Restaurant	POINT(-74.001035047 40.741589093)
5328822	Hudson River	POINT(-74.0245485306 40.7265920574)
1225347	Atlantic Stage 2	POINT(-74.00053793 40.74280089)
7398094	Jack Spade - Bleecker Street	POINT(-74.004850388 40.735884743)
2894752	West 10th St & Greenwich St	POINT(-74.0072000027 40.7336572181)
1347016	Club 57	POINT(-74.00051283 40.74280291)
683025	RF Lounge	POINT(-74.0064167976 40.7343157276)
459332	Jon Crib	POINT(-73.99961024 40.74625629)
472639	Moonstruck Diner Restaurant	POINT(-73.99955672 40.7466253)
1340087	Pauly's Fire Escape	POINT(-74.00050318 40.74278873)
1072768	Cola's	POINT(-74.00050318 40.74278873)
125645	Slice	POINT(-74.0060758137 40.7346088911)
1007377	McKenna's Pub	POINT(-74.0020071988 40.7395960929)
28213	Brown Brothers Harriman	POINT(-74.0361356735 40.7268928908)
1136469	Pad Thai	POINT(-74.00047969 40.74277204)
1303408	Nooch	POINT(-74.00047969 40.74277204)
375624	Nicholas Robinson Gallery	POINT(-74.00151735 40.74043774)
1443370	PSAV NY 	POINT(-74.0002155304 40.7542467836)
343520	Shell	POINT(-74.04011446 40.72781574)
1181803	Original Roys	POINT(-74.0007183056 40.7420832622)
305004	Pars Persian	POINT(-73.99963831 40.74569487)
668684	Room Service Restaurant	POINT(-74.0005449615 40.7425008497)
201025	GYM Sportsbar	POINT(-74.0005221552 40.7425530435)
6971694	Classic Nails	POINT(-74.0338892 40.726519167)
6971682	Fresca Gourmet Market	POINT(-74.0338892 40.726519167)
347723	Silom Thai	POINT(-74.0007903227 40.7418774212)
1096800	Colonial House Inn	POINT(-73.999781 40.744944)
682875	Riley's	POINT(-74.003821483 40.736908543)
2152709	Le Grainne Cafe	POINT(-74.00041425 40.74278724)
416789	Joyce Theater	POINT(-74.0003836167 40.7428405667)
6244649	Moonbase Alpha	POINT(-74.043637906 40.729038938)
6336402	SNAP (Sports Nightlife And Pastime)	POINT(-74.002027 40.739388)
914821	American Apparel	POINT(-74.0002369881 40.7431927757)
639240	Thirteen HQ	POINT(-74.0001497701 40.7542766405)
746239	Rainbows& Triangles	POINT(-74.0001926667 40.7432869)
487580	Trinity Grace Church	POINT(-73.9997046205 40.7449920388)
6745712	Gourmet 157	POINT(-74.008185452 40.732692388)
2837698	Southhampton Residences	POINT(-74.031122617 40.726217117)
798397	East of Eighth Restaurant	POINT(-73.99946653 40.74611425)
7180127	The Meadow	POINT(-74.0064640541 40.7340488443)
1051217	Urban Zen	POINT(-74.00688529 40.73368215)
2328786	FYE	POINT(-74.0375036001 40.7270264626)
6918326	Frederick's of Hollywood	POINT(-74.037647 40.727056317)
565795	Universal Gear	POINT(-74.00113141 40.74083244)
2692414	University of Phoenix	POINT(-74.033622283 40.72637725)
3889927	Dunkin' Donuts (Rt1-9)	POINT(-74.044790843 40.7682534522)
6801826	Golden Wok	POINT(-74.008268061 40.732560011)
537418	Alma Matthews House	POINT(-74.0043731242 40.7360759963)
7238718	foursquare HQ - West Village	POINT(-74.00302645 40.737713648)
5379522	Mexicana Mama	POINT(-74.006114088 40.734310516)
2692229	Cinnabon	POINT(-74.037387571 40.726974263)
6735366	Wings Theatre	POINT(-74.008176714 40.732609307)
220737	Gaetana's	POINT(-74.0078946 40.7328189282)
27867	West Midtown Ferry Terminal	POINT(-74.0033483505 40.760423223)
3402835	The Darby	POINT(-74.001864 40.739422)
7617267	Petland Discounts	POINT(-73.9994649651 40.7455785537)
3545707	Cafe Minerva	POINT(-74.0035851 40.73694915)
817785	Marc Jacobs Men	POINT(-74.0036362617 40.7368861875)
27296	The Viceroy	POINT(-74.00057025 40.7419287333)
648197	Powered, Inc.	POINT(-74.00089544 40.74119883)
999216	Pier 78	POINT(-74.00302065 40.76003535)
637049	Spring Joy aka Wonderful Grill	POINT(-74.0003442764 40.7424693244)
6918488	Maggie Moo's	POINT(-74.037183059 40.726904542)
3561074	Verizon Wireless	POINT(-74.037411525 40.726949411)
710344	Robert Marc	POINT(-74.004933383 40.7353995441)
1251243	The Clip Joint	POINT(-74.03792762 40.72705554)
1183675	Nisos Restaurant	POINT(-74.0002451725 40.7426809554)
37090	Rich Dude's House	POINT(-74.0041991275 40.7361456917)
492984	Gaslight	POINT(-74.0017351 40.7395078)
58186	Marc By Marc Jacobs	POINT(-74.0048672667 40.73542005)
7189380	Saint Pau's German Church	POINT(-73.999464804 40.745273902)
927815	Ready To Eat	POINT(-74.0062999833 40.7340377833)
133376	Park Ave Bar & Grill	POINT(-74.0223439667 40.7710544667)
213545	Chelsea Square Restaurant	POINT(-73.99927234 40.74629175)
33848	Cuba Cafe	POINT(-73.9999192545 40.7435015907)
549534	Lasagna Ristorante	POINT(-73.9999180145 40.7434955917)
576368	Party Rooftop on 525	POINT(-74.006267 40.734055)
497755	The Other Gracie Mansion	POINT(-74.0029644845 40.737615901)
187097	Citi Group - Jersey City	POINT(-74.03471529 40.72641211)
3561230	Taste of India	POINT(-74.038334983 40.727096)
590810	Nisos Restaurant	POINT(-74.0002056291 40.7425937269)
561161	Pinkberry	POINT(-74.0002086682 40.7425795342)
1458181	Marc By Marc Jacobs Accesories	POINT(-74.004912522 40.735310175)
2692169	Panda Express	POINT(-74.0380198 40.727014257)
2691998	Popeye's Chicken & Biscuits	POINT(-74.0380198 40.727014257)
2001157	GRM	POINT(-74.04722 40.73055)
7073888	Broadway Hair Care	POINT(-74.037947723 40.726995075)
1530903	AMC Loews Newport Centre 11	POINT(-74.037947723 40.726995075)
6600814	Duane Reade	POINT(-74.0009309 40.74088281)
1099230	The New French	POINT(-74.0065298333 40.7337647333)
235349	Mxyplyzyk	POINT(-74.0021825914 40.7386695802)
459292	SVA Theatre	POINT(-73.99934375 40.7455266)
7566454	The Disney Store	POINT(-74.037689531 40.726918684)
179707	Deutsch	POINT(-74.00063025 40.74147331)
488091	Le Granier	POINT(-73.99930638 40.74567341)
1009560	Home of Cheers	POINT(-74.0003857667 40.7420341833)
469435	Better Burger	POINT(-74.0000235999 40.7429785805)
344741	Casa Havana	POINT(-73.9999490921 40.743193092)
1080249	241 W. 13th St. Apt	POINT(-74.0016705016 40.7394517214)
4069591	Taco Bell	POINT(-74.038045446 40.726977069)
1360485	Crepe Crepe	POINT(-74.038053913 40.726977873)
433605	Cowgirl Hall of Fame	POINT(-74.0063513833 40.7338655333)
4756863	Donatella	POINT(-73.999968 40.743029)
1323976	Newport Mall Food Court	POINT(-74.0378093719 40.7269084454)
1445326	US News & World Report	POINT(-73.99967151 40.753753745)
459291	Duane Reede	POINT(-73.9993079667 40.74543405)
7420696	404	POINT(-73.999628808 40.753606225)
7069149	CVS	POINT(-74.037702 40.726871)
1053571	Well More Laundromat	POINT(-73.9997924833 40.743487)
157731	Nooch	POINT(-74.0005123 40.74154371)
922397	Hot Spot Pizza	POINT(-73.999682816 40.7437821452)
6918420	Burger King	POINT(-74.038085477 40.726940783)
230295	Newport Centre Mall	POINT(-74.03792339 40.72689735)
838328	U. S. Post Office	POINT(-74.0062789573 40.7338635396)
446227	On a boat in the middle of the Hudson	POINT(-74.0080046654 40.7652339465)
7241929	Johnny Rockets	POINT(-74.038083 40.726925)
1339145	Charley's Grilled Subs	POINT(-74.0383136272 40.7269781828)
1285454	SAP Marketing	POINT(-74.009889 40.731172)
6390995	Golden Crepes	POINT(-74.0016703 40.73926347)
483070	Tello's Ristorante	POINT(-73.9997444667 40.7434365167)
832122	Ricky's NYC	POINT(-73.999046 40.746415)
6467040	The Monocle Shop New York	POINT(-74.005639983 40.734371)
1553886	Trois Canards	POINT(-73.999765069 40.743278284)
513462	Patsy's Pizzeria	POINT(-73.9991676064 40.745574673)
5696754	Chili's Jersey City	POINT(-74.03122115 40.7259165)
1158148	Gallerie H	POINT(-73.99944745 40.74420355)
986557	V-Me Media 	POINT(-73.9995681642 40.7539234662)
3869700	Rawhide	POINT(-73.999514898 40.743953546)
981130	Hudson Street Diner	POINT(-74.0078988833 40.7324223167)
7449608	Tenth Rail	POINT(-73.999499348 40.753760363)
6389507	Diptyque	POINT(-74.0047674 40.735147233)
159470	Starbucks	POINT(-74.0063052574 40.7336973906)
187940	Spice Ave	POINT(-73.9995512061 40.7437398472)
1314207	Jamba Juice	POINT(-74.0382117033 40.7268601656)
4832028	citycakes	POINT(-74.000234998 40.741825947)
362769	McDonald's	POINT(-73.9996603131 40.7543321199)
6918246	Gap Men	POINT(-74.03815567 40.726839973)
1438000	Hudson Falafel Restaurant	POINT(-74.006335705 40.733650286)
695424	Christopher St PATH Station	POINT(-74.0070712566 40.7330312215)
503879	Starbucks	POINT(-73.9998225667 40.7428463167)
1363555	Sheraton Lincoln Harbor	POINT(-74.009768 40.731108)
884920	Intermezzo	POINT(-73.9996037087 40.743474934)
297765	Hyatt Hotel	POINT(-74.00540894 40.73446351)
682260	Leroy St. Dog Run	POINT(-74.0109513333 40.7303925333)
693725	Mega Bus	POINT(-73.9994937333 40.7539000667)
123650	The Embankment	POINT(-74.04372471 40.7285881)
166909	Gem Chelsea Hotel	POINT(-73.9992221429 40.7447548625)
6918299	Bath & Body Works	POINT(-74.038148479 40.7268017)
6918306	Journey's	POINT(-74.038148479 40.7268017)
6918320	The Body Shop	POINT(-74.038148479 40.7268017)
6918311	Gloria Jean's Coffees	POINT(-74.038148479 40.7268017)
463322	Woody McHale's	POINT(-74.0014501768 40.7393305406)
1242959	Westville Chelsea	POINT(-74.0000975132 40.7420222438)
4640681	TLC	POINT(-73.999356778 40.744163618)
1429413	JC Auto Parts	POINT(-74.056719417 40.738973233)
1468660	Hoarder's Paradise	POINT(-74.0030694 40.73696135)
560120	Qdoba Mexican Grill	POINT(-73.9993540167 40.7441254)
4268476	Parke & Ronen	POINT(-73.998932 40.746033)
184593	Tow pound	POINT(-74.0026009 40.76016044)
146028	The Dish	POINT(-73.9995394667 40.7434389333)
7267143	IRT Theater	POINT(-74.008121244 40.732141952)
12819	Billymark's West	POINT(-73.9987564 40.7504689667)
201128	Rawhide 	POINT(-73.9994001389 40.7438430623)
827731	The Hamilton Inn	POINT(-74.0447643543 40.7289710427)
235451	Bloomies	POINT(-73.9993251038 40.7440832056)
748392	Cafe Riazor	POINT(-74.0006256375 40.7406962811)
912651	Niso's	POINT(-73.999338 40.74401)
326114	Elena's Botanica	POINT(-74.0293332 40.7719702333)
6654560	The Grey Dog's Coffee	POINT(-74.000648 40.740634)
962715	The Starting Line	POINT(-73.999329 40.744016)
1534979	Gristedes	POINT(-73.99922821 40.744385866)
845344	Soy Cafe	POINT(-74.0021455537 40.7381075392)
971131	Jamba Juice	POINT(-73.9991231798 40.744777581)
296626	AC Gears	POINT(-74.0021361788 40.7381057567)
829466	Studio 450	POINT(-73.9989593237 40.7521807662)
567169	Chi Chiz	POINT(-74.0068925333 40.7330272833)
6861299	Mycityway	POINT(-74.008800764 40.731612724)
92297	The Archive	POINT(-74.0079081059 40.73224262)
6754291	Spruce	POINT(-73.999229151 40.744258631)
1861588	The Crooked Knife	POINT(-74.001436 40.739118)
757917	The Path Café	POINT(-74.0067565798 40.7330706993)
6526724	Shop At 450 W. 33rd	POINT(-73.999218963 40.7536034695)
773780	Crunch Fitness	POINT(-74.0075324611 40.7324467212)
7471224	The GEM Hotel Gallery	POINT(-73.999065411 40.74467466)
999986	West Village Barber Shop	POINT(-74.0066831167 40.7331109)
104402	Benny's Burritos	POINT(-74.0020984751 40.7380238477)
664430	Honey	POINT(-74.0012711095 40.7393053706)
6939495	LifeTree Chiropractic & Aromatherapy	POINT(-74.0018661167 40.7383569)
771731	Grounded Cafe	POINT(-74.0021035167 40.7380085167)
637396	La Nacional Tapas Bar	POINT(-74.0012264089 40.7393704266)
936144	Socarrat Bar De Vinos	POINT(-73.9996620398 40.742658183)
46450	Tea And Sympathy	POINT(-74.001942873 40.7382341312)
46445	A Salt And Battery	POINT(-74.0019536018 40.7382178727)
7204125	Housing Works	POINT(-74.005836588 40.733822904)
1072633	Daioh Suhsi	POINT(-73.9988714288 40.7453800504)
7449453	Boston Market	POINT(-73.998799324 40.745728858)
1541442	Ralph Lauren Polo	POINT(-74.004658 40.734901)
1172567	The New School 20th St. Dormatory	POINT(-73.999366 40.743387)
1170390	Associated Press	POINT(-73.99900042 40.7530794)
